,guid,index,label,threshold_closeness,confidence,variability,correctness,forgetfulness
34,"where do things go in a black hole, if they can never escape? if anything falls in a black hole in space, it can never escape, even light!\nwill things just keep on going faster in the hole? \ndoes time change?",34,1,0.23739163234818042,0.612286987900734,0.3436155789876144,16,0
35,what is the black hole? ,35,1,0.24150299095681751,0.5921792224049568,0.3498909706977877,15,0
36,4(-2)² + 8(-2) + 3(-2) + 6 =? 4(-2)² + 8(-2) + 3(-2) + 6 =,36,1,0.2367289961614744,0.6151998430490494,0.3410699968478623,17,0
37,"which is the strongest oxidizing agent? (lithium metal, liquid bromine, butane, chloride ion)? ",37,1,0.23885868725704112,0.6055524170398712,0.3453146888595407,16,0
38,how helium gas is produced from  hydrogen gas? i need to know the basic techinques and intial steps in producing helium gas.,38,1,0.2385531853666439,0.6069897875189781,0.340382679231746,15,0
39,how to make fireworks.? ,39,1,0.24487354095689184,0.5715992949903012,0.3500062910852323,14,0
40,healthy deodorant alternative? deodorant in the supermarket is not good for us. what are some natural alternatives? is deodorant in natural food stores any better than mass-market deodorant (i.e. tom's nature based products). i've heard of people using lemon and baby powder. what works best and is the healthiest (besides going bare-skinned)?,40,2,0.23127494000582433,0.6368395410478115,0.3506960059858343,16,0
41,"does colitis lead to colon cancer? and if you have colitis, why want medicine make it go away for good? my medicine is not making my colitis stop, just wandering if anyone else has this same problem, and if so, how can i make it stop.",41,2,0.22294325627883219,0.6644893422722816,0.34830463962605274,16,0
42,pain while having sex? i am experiencing a pain while having sexual intercourse for past many months  after 5-6 minutes of the activity. \nit feels burning like,42,2,0.2265401265217575,0.6531661629676819,0.3481504939472908,16,0
43,"what do they do if your bleeding internally? one of my friends is in the hospital b/c of it, i want to know what they do to test it and how they fix it,\n\nor what else does it mean if someone is throwing up blood?",43,2,0.22731652222664708,0.6506103508174419,0.3495528928417968,16,0
44,"80 stones in the gall bladder, doctor suggests removal of gall bladder. is it a major operation? how many days of post operative care is required? too many questions i know, but please give correct answers.",44,2,0.23108908495963318,0.637516962736845,0.34972217915213855,16,0
45,how do you wake up in the morning? alarm clock? radio? cd? your significant other/sibling/parent/ flipping on the light? how do you typically wake up and what works the best?,45,2,0.2308716310831089,0.6383053466677666,0.356573487722321,16,0
46,why am i still up after being up for 21 hours with no sleep? why is this site so addicting...i went to bed the night before at midnight woke up at 9:30 am central time and i am still up.,46,2,0.2290877590179174,0.6446106530725956,0.3532759147584365,16,0
47,are bugers healthy  for you? ,47,2,0.23122541912614175,0.6370203666388988,0.3588074637805498,15,0
48,where is your corrodod artery located? ,48,2,0.23317686811749888,0.6297040164470673,0.35601602257717735,15,0
49,what is anorexia?can someone with anorexia get better? ,49,2,0.22738972118415146,0.650367146730423,0.3548447928097798,16,0
50,"what is the best over the counter, anti-aging, facial skin care product? looking for an effective, readily available, anti aging facial cream.  what to look for when shopping for one.",50,2,0.2294045930137414,0.6435109995305538,0.35553316785038847,16,0
51,"question for the ladies: do you like your men bald or with hair? so many shaved heads lately, have you noticed ",51,2,0.2352783370859237,0.6213328599929809,0.3565988192108879,15,0
52,which is better getting fat or losing fat??? my brother is kind of fat and im really skiny. which is better? why?,52,2,0.23290816373695777,0.6307357497513294,0.3594289706668806,15,0
53,how many villi are in a small intestine???? ,53,2,0.2351284294271719,0.6219490490853786,0.3596563498719264,15,0
54,"if you manage to swindle a retarded guy outta a $1000, would that be considered a no brainer? ",54,2,0.23972914467978026,0.6013452284038067,0.3720513426047125,14,1
55,should someone who has already reaceived one transplant be allowed a second? ,55,2,0.2338534881344273,0.6270689256489277,0.35637296480508074,15,0
56,info crack cocaine? info needed such as how controllin is the substance and how long should it take for someone addicted to try to get off completely,56,2,0.22983142222258077,0.6420161180198193,0.3478454661124958,16,0
57,graves disease? i just found out my husband is having an affair with a woman that has graves disease.  is it possible for him to transfer that to me?  i am sure she is alright in all other ways but know nothing about the disease.,57,2,0.22564753538791105,0.6560527622699738,0.35017917997088394,16,0
58,what causes bad breath and how do you get rid of it? ,58,2,0.22930987584620635,0.6438406206667423,0.35682903974086894,16,0
59,how could you get rid of lice in you hair? sometimes they say if your in the sun they might cause you that.,59,2,0.22614130435646373,0.6544626027345657,0.3530854657230494,16,0
60,"guinness world records 2006? i was wondering if anyone has the 2006 edition of the guinness world records? i am doing a paper on michael jackson and he had some wins in that year? i was wondering if i could get the page numbers for his awards to cite in my paper, thanks.",60,3,0.2489397410759027,0.4674383826553822,0.3085695407205411,12,2
61,"student loans? im looking for a student loan. not the fafsa kind but the one where they cut me a check and i spend the money how i want and need.\n\nim needing this for like an apartment, car, and computer.\n\nbut...i have bad credit. and my cosigners arent much help either.\n\nany suggestions?",61,3,0.24933345722951344,0.5258174896240234,0.3097325365101072,18,0
62,will claiming myself as independant interfere with financial aid if ive always been claimed under my parents? ,62,3,0.24924854126947188,0.527412747591734,0.3172940998844418,15,0
63,how do i apply for a student grant? ,63,3,0.24980881619835163,0.5138269230723381,0.31539123758632676,15,0
64,importance of games and sports for kids? ,64,3,0.24823712520674632,0.45801339745521547,0.3025956932886127,13,0
65,"what do the different initials behind a doctor's name mean? ie. md,pa i know md is medical doctor,etc.? we'd like to know what all the initials behind doctors' names mean.",65,3,0.24988155006716162,0.4891165293753147,0.30939669727319735,15,1
66,"where and when did the phrase ""lest we forget"" come from.? ",66,3,0.24999637048025497,0.49809487015008924,0.3121008200232624,15,0
67,mla format? i have to write an essay in philosophy class. i have to cite my sources in mla format. when i am using quotes and need to cite do i cite at the bottom of the page or do i use a seperate sheet for my sources?,67,3,0.24973252514683153,0.5163546584546566,0.3024673639294134,18,0
68,what is the green eyed monster? ,68,3,0.24803469994729463,0.4556682951748371,0.2995819354555372,14,0
69,big bang or creation? which theory would you like to pass on to future generations? or both? ,69,3,0.24958472480605964,0.4796216979622841,0.3046453787646053,13,2
70,what is the gender of the students who failed in their subjects in college? ,70,3,0.2498071092604899,0.5138885110616684,0.3164022414039354,15,0
71,is there any kind of shortcut in ms-excel to find out the errors in the page? ,71,3,0.24998000149452027,0.49552803114056587,0.30783673976130443,16,0
72,"i need a topic!!? i need a topic for a persuassive paper. it has to be a topic where we can legetimatly argue the case, and win people over. it can't be something silly like m and m's versus skittles, but it can be something thing like the war in iraq, or politics, or anything realistic basically. i need help, so please anyone help i will greatly appreciate it, thank you so much!!! also, where can i find things on that specific topic?",72,3,0.24990355575997242,0.5098206028342247,0.30582521239238225,18,0
73,can a ex-employee corresponde with in inmate jailed at that facility? ,73,3,0.24972703710640073,0.4834784112870693,0.3160877178288726,15,0
74,"what are the specific ways to study? i want to study in a special manner, help me.",74,3,0.24993504633068858,0.5080593839287758,0.2999912610313573,17,1
75,"what is a good moto for an island called...""palm beach island""??? ",75,3,0.24610429234069636,0.4375843957066536,0.30601914082254367,10,0
76,how do i konw if two right angles or triangles are similar? ,76,3,0.24933977651683567,0.474305185675621,0.3083253418447778,13,1
77,how come jews were blamed for the crusifixion of jesus christ? i read in an encyclopedia (because i am doing a research report) that they were blamed for the crucifixion of jesus christ. but i am really confused as to why they were blamed.,77,3,0.2455685049869684,0.43343052491545675,0.2898630419519076,9,1
78,what does the name iman mean? ,78,3,0.2488572182952421,0.46619494557380675,0.31035138435075665,14,1
79,does anyone have any tips for taking the pcat becuase i have to take it in a few days and i'm nervous!? ,79,3,0.24991692476000385,0.49088543802499773,0.3131262287966359,11,0
80,"would you wear them ugly undies shane warne wears? shane warne and his ugly skid marked playboy undies, why why why. would you wear them and why?",80,4,0.24992038861855947,0.5089225210249424,0.3447999146966079,12,0
81,~what iz manchester united? ,81,4,0.2498304744234111,0.5130201987922192,0.33661412531062207,13,0
82,what is the best pick-off move to second base and what moves are illegal? ,82,4,0.24998280035899398,0.504147244989872,0.3304867393174797,13,0
83,hello how are you doing? ,83,4,0.249627177339632,0.4806913837790489,0.332312927658235,12,0
84,on a soccer pitch what's the purpose of the small semi-circle at the edge of the penalty box? ,84,4,0.24970899883682507,0.5170587562024593,0.3415538950988956,12,0
85,"in cricket, if a player scored double or triple centuries, how many centuries will be count in his records? ",85,4,0.24921241099176505,0.5280640162527561,0.3390361626269801,13,0
86,how do i get started in parkour? ,86,4,0.24974094218072368,0.48390472680330276,0.33282753684601246,12,0
87,"all right... search your souls...? so the hockey fairy comes and says she'll grant you this awesome wish:  you can play professional hockey with the club of your choice.\n\nbut here's the catch.  \n\nfor only one year.\n\nthen, you can never play hockey again.  ever.\n\nwould you do it?\n\n\nthink about it.  one year pro hockey (doesn't matter if you don't know how to play, it's *magic*), but then nothing.  \n\nno guarantee of a cup either, if that's your next question.\n\nwould you do it?  one year pro then nothing?\n\nwould ya?\n\n\n\ni don't think i would.",87,4,0.24964155520634454,0.5189326383173466,0.3475506344212572,12,0
88,who ya got in da finals heat in 6 fo me? dirk is gon git his but can anybody stop shaq plus man look who dirk been guarding he 7 ft shawn marion 6-7 tim thomas 6-10 and tim had to save his energy on offense so.,88,4,0.24941309575400122,0.5242261067032814,0.33060221173198007,13,0
89,has there ever been a team in world cup history to have never scored a goal ? ,89,4,0.2488481928643171,0.5339382842183114,0.33753580229040664,13,0
90,has michael essien got a girlfriend? ,90,4,0.24900416752684693,0.4684431865811348,0.33379765999144506,9,0
91,"hey, does anyone know where i can get a free download for the wwe videos and music? ",91,4,0.24590170036090964,0.43598203659057616,0.3187059895965113,8,0
92,"what is the most compact towel i can buy for the gym? i have been trawling ebay and other sites, trying to find one large bath towel and one hand towel that i can take in my backpack to the gym. in order to save space i want them to be as thin and lightweight as possible as i go to the gym on a motorbike.\n\ni have come to the conclusion that i need microfibre towels, but is there a difference between microfibre and ultra microfibre? should i worry about getting a brand-name one as they are twice as expensive? are there any real big differences?\n\nmy top criterias are weight and compactness. after that i'd like them to be as cheap as possible, since i am buying two.\n\nthanks for your help!",92,4,0.24902338739420277,0.46874919831752776,0.3361202974373088,11,0
93,who was the player who score more goals in the world cup of mexico 70? ,93,4,0.2484248549612401,0.5396880969405174,0.33965001193076716,13,0
94,are there anything i can do to raise my awareness? besides from meditation?,94,4,0.2367548739826148,0.3849125288426876,0.3137944646620711,7,0
95,undertaker & great khali( more details)? this friday great khali will challenge the undertaker at grand american bash. do u think undertaker will accept his challenge or do u think he will backdown. if he do who u think goin to win?. if undertaker dont win who will every beat the great khali?,95,4,0.24993020621490622,0.5083542674779892,0.3403177871977209,12,0
96,how many camp's are there? im wanting to no what sort of different camps there and how many in total there are,96,4,0.24999361309605206,0.4974727675318718,0.340092940160636,12,0
97,what is the most  runs scored in a 3 game series? ,97,4,0.24923245607478836,0.5277045831084252,0.3416850494825794,13,0
98,how do i increase my shoe's size.? i bought cleats that are a size 8 but i am a size 8.5 or 9. so i need to enlargen or stretch them a little to fit my feet.,98,4,0.24999507371217233,0.5022195242345333,0.3397923017392679,13,0
99,who is win this football world cup 2006 ? ,99,4,0.24884071142451375,0.5340483270585537,0.33364494096739905,13,0
100,what is the opening song for inuyasha? can you tell me all the names? i need to put the song on my ipod so i wanted to see if they had it but i don't know what it is!and if you know what the sailor moon theme song please put it in your answer!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,100,5,0.24956310226929562,0.5209020987153054,0.3135136167789968,20,0
101,"hey all could someone please send me ""you have killed me"" by morrissey or tell me where i can download a video in wmv format",101,5,0.24822932068684403,0.5420794405043126,0.3150489125178951,20,0
102,are there any big huckin chickens out there??? ,102,5,0.24999884345786652,0.49892457351088526,0.3242673257909306,19,1
103,"rock history 109? ron wood, ronnie lane, kenney jones, rod stewart\nand ian mclagan.\nwhat rock band did these dude form?",103,5,0.2485500357563674,0.5380783960223198,0.31558267445876464,20,0
104,"do you think a second hand product is not original, even if it is a branded product? ",104,5,0.24971062110613865,0.5170111402869224,0.32688736486103526,19,1
105,who got voted off american idol tonight? ,105,5,0.24840564595991096,0.5399293631315232,0.31051106631204173,20,0
106,do you think brad pitt and angelina jolie will last? ,106,5,0.24751733350294383,0.5498263634741306,0.3150781412036527,20,0
107,when is kelly clarkson's recent performance and where? is there any good web-page about her?,107,5,0.24686066481510527,0.5560297705233097,0.31340450889074456,20,0
108,"does anyone else think it is a joke for nicole kidman to wear a white dress when she got married to keith...? ...urban?  i mean, how funny is that?  who does she think she is, madonna?",108,5,0.2485323366270075,0.538310094922781,0.31895525863220614,19,1
109,how old is the country singer randy travis? ,109,5,0.24858890735651612,0.5375645130872726,0.31470076219314724,20,0
110,"today is my 18th birthday, what should i do tonight??? ",110,5,0.24947458224431712,0.5229219928383827,0.3177215876069537,20,0
111,who was the lead singer of kiss? ,111,5,0.24824747790717228,0.5418631352484227,0.31280580177494166,20,0
112,in dudly doright cartoon what is nell's dad's name? ,112,5,0.24928003393128084,0.5268321834504605,0.3155930972269642,20,0
113,"i have a question about lost? okay, i have watched the show from begin to present, but i am currently lost!!  what are ""the others"" doing on that island in the first place.  what is with the black smoke and eko's brother coming back to life?  this is all just getting to crazy.  i also dont quite get what happened when they didnt push the button on the computer?  anybody got a clue, or am i just as lost as i should be.",113,5,0.24998108901137883,0.49565132334828377,0.3140373538277337,18,2
114,does anyone know if i can use nail polish on my guitars pickguard to cover a scratch? ,114,5,0.24717158517560026,0.44681715667247773,0.30488026828466985,19,1
115,a simple one? how many seconds are there in a year?,115,5,0.2499857380674343,0.4962235026061535,0.3359664778452543,16,1
116,did you see the x-men movie?  what did you think? ,116,5,0.24913959762802615,0.5293326161801815,0.3151704803824229,20,0
117,have you ever had a storm in you stomach? ,117,5,0.24977458561372318,0.5150138065218925,0.32648490746795883,17,1
118,"where in the uk can i get the cheapest pioneer cdj1000 cd deck, mark 1,2 or 3? ",118,5,0.2497228925765104,0.5166465438902378,0.3067762535297676,20,0
119,can a man legally marry his widow's sister in the state of california? ,119,5,0.2494992779401136,0.47762318029999734,0.310255222646937,20,0
