,guid,index,label,threshold_closeness,confidence,variability,correctness,forgetfulness
17,"What U.S. vice-president once declared : `` If you 've seen one slum , you 've seen them all '' ?",17,0,0.2480304670952489,0.5443794198334218,0.33659573190296405,13,0
18,Who developed potlatch ?,18,0,0.2496299638969699,0.5192363224923611,0.3432329114733711,13,0
19,Who invented the slinky ?,19,0,0.2498802791219452,0.5109417036175727,0.34415847894764257,12,0
20,What are two plants that clothes are made from ?,20,1,0.2453665523351895,0.5680694326758384,0.3510369858683561,14,0
21,What animal migrates the farthest ?,21,1,0.24174984929253518,0.5908303402364254,0.34676817058726056,16,0
22,What animals do you find in the stock market ?,22,1,0.24273837989192637,0.5852151401340961,0.35532249806331107,14,0
23,What kind of flowers does detective Nero Wolfe raise ?,23,1,0.24491036873584274,0.5713416516780854,0.350240674876789,15,0
24,What species is a colt ?,24,1,0.2405396040028875,0.5972645670175553,0.34630253208149603,16,0
25,Name a tiger that is extinct .,25,1,0.24238287007982748,0.5872761704027653,0.3466093927368974,15,0
26,What is the fastest fish in the world ?,26,1,0.2411386116295037,0.5941349476575851,0.3487170686950385,15,0
27,What is the name of the dog on the Cracker Jack box ?,27,1,0.24212305961058797,0.5887521289288997,0.34423427460778766,15,0
28,What relative of the racoon is sometimes known as the cat-bear ?,28,1,0.23989803575851257,0.6005085282027721,0.3413220520398498,16,0
29,What is the scientific name for elephant ?,29,1,0.24091068870236526,0.5953378796577453,0.345522861786646,16,0
30,What is Hawaii 's state flower ?,30,1,0.24653029433905196,0.5589042074978352,0.3490995851634811,15,0
31,What breed of dog was the `` Little Rascals '' dog ?,31,1,0.24130081632727765,0.5932694144546986,0.3453379261413662,15,0
32,What are the animals that don 't have backbones called ?,32,1,0.2398462334840913,0.6007658995687961,0.34885880478694326,15,0
33,What animal has the best hearing ?,33,1,0.24204640146296938,0.5891829498112202,0.3456315560368973,15,0
34,What was the orca 's name that died of a fungal infection at Sea World ?,34,1,0.24169949804922147,0.591107090562582,0.3418035053812713,15,0
35,What terror of the sea did Johnny Horton sing about ?,35,1,0.24959024896358642,0.5202423080801963,0.35064870044565943,14,0
36,How big is our galaxy in diameter ?,36,1,0.2471999661706742,0.552915345877409,0.35872304409020245,13,0
37,What is the temperature of the sun 's surface ?,37,1,0.24752403252279062,0.5497590944170951,0.3552953307733971,14,0
38,What is the average body temperature ?,38,1,0.24908883893109862,0.5301854446530342,0.3602737971671663,11,0
39,What animal was the heat-seeking missile called the Sidewinder named for ?,39,1,0.2428004138022361,0.58485037535429,0.3473020154261404,15,0
40,What kind of poisoning is known as plumbism ?,40,2,0.2393426093066634,0.603234639018774,0.3357211571987586,16,0
41,What is a fear of jealousy ?,41,2,0.22800823471221254,0.648296207934618,0.3404049886019811,16,0
42,What is a fear of points ?,42,2,0.2299383689348924,0.6416390873491764,0.34326275512295207,16,0
43,What disease is the second-biggest killer of North Americans ?,43,2,0.23721114339182772,0.6130878269672394,0.34439887877748915,16,0
44,What disease is transmitted by the Anopheles mosquito ?,44,2,0.24507377904354724,0.5701870426535607,0.3381266723696895,16,0
45,Where is the human skin least sensitive ?,45,2,0.24384992829109167,0.5784223929047585,0.339897715020624,16,0
46,Which drug is commonly used to treat AIDS ?,46,2,0.24149760595500253,0.5922084271907806,0.3434264362421861,16,0
47,What is a fear of rejection ?,47,2,0.22903568682867922,0.6447905838489533,0.34405671408404437,16,0
48,What disease does Katharine Hepburn have that makes her voice shake ?,48,2,0.24437593873398655,0.5749937415122985,0.3492671480783241,14,0
49,What is a fear of food ?,49,2,0.22840926360474934,0.6469378657639027,0.3416851940851679,16,0
50,What is the fear of being loved ?,50,2,0.22922627922498773,0.6441309154033661,0.3410651528197805,16,0
51,What is a fear of worms ?,51,2,0.23243986921324392,0.6325146436691285,0.3433778542122899,16,0
52,What drug is often used to treat AIDS patients ?,52,2,0.24135170619887944,0.5929962031543254,0.34490977203982875,15,0
53,What is a fear of disease ?,53,2,0.22775244129518457,0.649156155437231,0.3409923273536838,16,0
54,What is a fear of shadows ?,54,2,0.23041301866286187,0.6399534970521927,0.34423468019919423,16,0
55,What is a fear of failure ?,55,2,0.22912316141030736,0.6444881953299045,0.3439966244292689,16,0
56,What is foot and mouth disease ?,56,2,0.2434666184823513,0.5808293357491493,0.33055660852808727,16,0
57,What is the only artery that carries blue blood from the heart to the lungs ?,57,2,0.24738575375301258,0.5511297002434731,0.34281769049384,15,0
58,What is a fear of cold ?,58,2,0.22885539979772243,0.6454118296504021,0.3436863150423916,16,0
59,What is a fear of being alone ?,59,2,0.22912234367699047,0.6444910250604152,0.34270314703045585,16,0
60,What is desktop publishing ?,60,3,0.24686182664994705,0.556019401550293,0.3513258886577827,14,0
61,What happened to Answers.com ?,61,3,0.24720142375991586,0.5529015712440014,0.3448159473194837,14,0
62,What is the spectrum of a sine wave ?,62,3,0.24731743057560018,0.5517935268580914,0.353020664733469,12,0
63,What 's the abbreviation for trinitrotoluene ?,63,3,0.2470744845260027,0.5540880344808101,0.3566567596373306,13,0
64,What is the difference between a college and a university ?,64,3,0.24689458835338324,0.555726220458746,0.3489670141425326,13,0
65,What is the use of a 24-hour clock instead of a 12-hour clock ?,65,3,0.24829634480545565,0.5412753582000732,0.3575108883615968,13,0
66,What 's the difference between J.D. and LL.M. ?,66,3,0.2476119712470748,0.5488674610853195,0.3471874252532668,14,0
67,What is porphyria ?,67,3,0.2458693105751134,0.5642704397439957,0.3475238952621672,12,0
68,What is the abbreviated expression for the National Bureau of Investigation ?,68,3,0.24858846153253378,0.53757044672966,0.35223692711164484,12,0
69,"What is the origin of the midwest slang , ` you 're darn tootin ' ?",69,3,0.24999994609961626,0.5002321645617485,0.35363971927169413,11,0
70,Where did the energy for the Big Bang come from ?,70,3,0.24996444616843783,0.5059627033770084,0.3453009502161099,12,0
71,What is witch hazel ?,71,3,0.24652934543606453,0.5589122615754605,0.3521015886940626,13,0
72,What is an antigen ?,72,3,0.2481807821309331,0.542652290314436,0.35395269789646355,12,0
73,What is a pyrotechnic display ?,73,3,0.24622620097712858,0.5614312544465065,0.3479488484049075,13,0
74,What is nepotism ?,74,3,0.24709059861038724,0.5539388671517372,0.35275119275120836,12,0
75,What is the chunnel ?,75,3,0.24562377128583207,0.5661530703306198,0.35196315829753116,15,0
76,What was the Long March in China ?,76,3,0.24901260179815474,0.5314228929579258,0.35645786382155537,12,0
77,What is a drought ?,77,3,0.24758343878790295,0.5491585314273835,0.34871595098094127,12,0
78,What motto ended Merrie Melodies cartoons ?,78,3,0.24995527497759312,0.5066876769065857,0.34566934707819924,13,1
79,What is sonar ?,79,3,0.244995692151848,0.570741132646799,0.34941051731232037,13,0
80,What was the name of the ball game played by the mayans ?,80,4,0.24552577975609619,0.5668896123766899,0.34974540331603393,20,0
81,What sport is played on the largest field ?,81,4,0.24142661180720243,0.5925925925374032,0.34511593682037767,20,0
82,What hide-and-seek game is played around a tin can ?,82,4,0.2446713744568011,0.572997435182333,0.34545461932359844,20,0
83,"What indoor sport saw the Phoenix Inferno become the Phoenix Pride on July 14 , 1983 , when the temperature hit 111 degrees ?",83,4,0.24239685798768362,0.587195997685194,0.3423154843675216,20,0
84,In which sport is there a `` scrum '' ?,84,4,0.24166742175271466,0.591282957047224,0.34845033890892424,20,0
85,"What card game derived its name from biritch , or Russian Whist ?",85,4,0.2442022273975344,0.5761431060731411,0.3516451708188855,20,0
86,What international amateur sports spectacle was first telecast in 1956 ?,86,4,0.24383620660304167,0.5785098299384117,0.3428139799709202,20,0
87,"What sport features slotbacks , tailbacks , and touchbacks ?",87,4,0.24151306631815772,0.592124555259943,0.34668595886749154,20,0
88,What card game can feature dealer 's choice ?,88,4,0.2439536379277294,0.5777583569288254,0.34895372832160104,20,0
89,Garry Kasparov plays what game ?,89,4,0.24796952376475806,0.5450608059763908,0.347089790498446,18,1
90,What game do Steve McQueen and Edward G. Robinson play in The Cincinnati Kid ?,90,4,0.24798581839113662,0.5448796346783638,0.35261829778233456,15,1
91,What game is fatal to anybody over 21 ?,91,4,0.24429191971018233,0.575551838427782,0.3415086561790387,20,0
92,What net game sees its women 's world amateur champions receive the Uber Cup ?,92,4,0.24280406003387786,0.5848288863897324,0.34426337562091075,20,0
93,What kind of sports team is the Buffalo Sabres ?,93,4,0.24518408996805136,0.5693967580795288,0.3481686350195014,20,0
94,What football bowl game 's first queen was Hallie Woods ?,94,4,0.24793754816655364,0.5454142250120639,0.34478399090288525,19,1
95,"What card game has variations called Canfield , Klondike and Spider ?",95,4,0.24200454599422172,0.58941730260849,0.3477872563624548,20,0
96,"What game 's board shows the territories of Irkutsk , Yakutsk and Kamchatka ?",96,4,0.24254857485106926,0.5863216377794742,0.35014328274607776,20,0
97,What is a research expedition in mountain climbing ?,97,4,0.24816280262330248,0.5428625404834747,0.3467421903490053,18,1
98,What kind of a sports team is the Wisconsin Badgers ?,98,4,0.24477520693754026,0.5722827300429344,0.34807367022996716,20,0
99,"What baseball outcome required nine balls in 1879 , eight balls in 1880 and seven balls in 1881 ?",99,4,0.24453139329675594,0.5739500284194946,0.33973376282520235,20,0
100,What was Jimmy Durante 's theme song ?,100,5,0.2477229509820671,0.5477184347808361,0.3387367262266376,17,0
101,What book is subtitled The Preservation of Favoured Races in the Struggle for Life ?,101,5,0.2496317807871413,0.5191890388727188,0.33614960942833016,15,1
102,What Shakespearean play featured Shylock ?,102,5,0.24688328792269715,0.5558275207877159,0.3354303956197084,17,0
103,What did Shostakovich write for Rostropovich ?,103,5,0.24909382772214766,0.5301026955246926,0.32551292090802214,17,0
104,What 's the only work by Michelangelo that bears his signature ?,104,5,0.24799489837079614,0.544778361171484,0.334405868271648,17,0
105,What 1963 Joseph L. Mankiewicz film cost $28 million ?,105,5,0.2457238370979727,0.5653923764824867,0.3333051064198862,17,0
106,What was Mel Gibson 's first movie ?,106,5,0.24579416561832146,0.5648524045944214,0.33269970805101917,17,0
107,What newspaper serves Salt Lake City ?,107,5,0.2440809588905138,0.42306469529867174,0.29993273586741526,10,1
108,What Nevil Shute novel is about the doomed survivors of a nuclear war ?,108,5,0.24657771573093895,0.5585002928972245,0.3361099986373546,17,0
109,What was the first Sam Spade novel ?,109,5,0.24628322942770406,0.560965322703123,0.3313182728461226,17,0
110,What was the top box office movie in April 1998 ?,110,5,0.24778484451478863,0.5470654383301735,0.3360729342307766,17,0
111,"What TV series saw many of its aquatic scenes shot at Silver Springs , Florida ?",111,5,0.24829249752299853,0.541321936994791,0.34231097905270425,14,0
112,What album put The Beatles on the cover of Time in 1967 ?,112,5,0.2479552818898996,0.5452185593545437,0.3323276572743837,16,0
113,What movie did Madilyn Kahn star in with Gene Wilder ?,113,5,0.2455643905623942,0.5666003711521626,0.33078101007349503,17,0
114,What comic strip sometimes features a mailman named Beasley ?,114,5,0.24736062260057612,0.5513748712837696,0.3374184664058894,17,0
115,In what movie is the number nine found in the title ?,115,5,0.24661178381616017,0.5582083858549595,0.33507976038140125,17,0
116,What TV show chronicled the lives of Katy Holstrum and Congressman Glen Morley ?,116,5,0.24852985168580094,0.5383425131440163,0.3396861735343429,16,0
117,What was the name of the sitcom that Alyssa Milano starred in with Tony Danza ?,117,5,0.2447535413445478,0.572432442009449,0.3351930020282676,17,0
118,"Name a movie that the actress , Sandra Bullock , had a role in .",118,5,0.24588518456513675,0.5641468271613121,0.33073490769438946,17,0
119,What J.R.R. Tolkien book features Gimli as a central character ?,119,5,0.24532927822793124,0.5683426789939403,0.3296817967377771,17,0
