,guid,index,label,threshold_closeness,confidence,variability,correctness,forgetfulness
22,i want to now abot gas engine.? ,22,1,0.2479002832269991,0.5458226665854454,0.33598123998765095,18,0
23,is there something called black hole? if yes what work does it do? where is it located?,23,1,0.24759498704121763,0.5490409314632416,0.33835767038365266,18,0
24,"what's the purpose of aqueous calcium choride in prepared ethyl acetate? we prepared ethyl acetate in our lab.afterwards we washed it with water then with cacl2(aq) then with cacl2 granules.i know that the anhydrous granules eliminates water,but how about in the case of using aqueous calcium chloride",24,1,0.24344391416205732,0.5809696599841118,0.3326982502476348,18,0
25,the villages around bridgwater eg chedzoy middlezoy and westonzoyland whatdoes zoy mean? ,25,1,0.24933840025644444,0.5257215812802315,0.339814266460025,18,0
26,where can i find information on cloning of the hunters syndrome gene? in general i need to find a journal article,26,1,0.24826899903593894,0.5416052997112274,0.3327451720366665,18,0
27,"which one of the following sets consists of three compounds, all of which could exist as enantiomers:? a) chlorobromoiodomethane , 2-pentanol , 2-methylbutanoic acid  \n\nb) 1-butanol , 2-butanol , 2-chlorobutane \n \nc) 1,2-dichloroethene , 2-pentene , 3-hexene \n\nd) bromodichlorofluoromethane , 2-chloro-2-methylpropane , 3-pentanol",27,1,0.24266297436996123,0.5856564395129681,0.3258076452489741,18,0
28,what is the normal room temperature????? ,28,1,0.2464895199476706,0.5592493042349815,0.32852871843677306,18,0
29,"are guy kangaroos also marsupials? so they say that marsupials are those animals with a pouch...so kangaroos are classifies as marsupials but guy kangaroos don't have pouches, do they? so are they still marsupials or just mammals????? just wondering...",29,1,0.2497441106495477,0.5159965418279171,0.3438408562081788,18,0
30,i'm looking for a summary of neonatal mitochondrial cytopathies. can you help me? ,30,1,0.2471343595280293,0.553531677275896,0.3397126214594595,17,0
31,"besides spines, what do sea urchins have to protect them? ",31,1,0.24790852716256065,0.5457326233386993,0.3442167240620262,18,0
32,"riddle 2 babies were bornat the same hosp at the same time and they have the same parents,they are not twins? ",32,1,0.24983684442593407,0.5127732366323471,0.33359447109111967,18,0
33,how do i find the barometic preesure reading? i want to get a daily reading of the barometic pressure in chicago,33,1,0.24845718160331176,0.5392787270247936,0.3333468464747617,18,0
34,space and fractions? there is a trick i learned about fractions simple really just multiply the denominator by 2 and the fraction is halfed simple right well if there is infinity numbers wouldnt you be able to get smaller and smaller forever well if there is supposedly infinty space in the universe why couldnt space get smaller forever i and no the whole physics not possible thing just something ive been thinking about,34,1,0.24854176405830136,0.5381868556141853,0.33551802762413546,17,0
35,anyone else sick of being a fatty? i'm not obese but im too lazy to lose any weight. should i turn anerexic and play it off as fasting in the name of allah?,35,1,0.21294237065298283,0.30749641731381416,0.26186871940888645,4,0
36,do you believe in darvin theory of evolution? ,36,1,0.24835578715041806,0.5405488945543766,0.33692601396523253,18,0
37,"does it take more work to bike or walk uphill? work is the amount of force needed to cause a displacement and is measured in joules.  one joule = 1 newton * meter.\n\nhence, here is the problem:\n\ntake ""sam"" deciding whether to walk or ride his bike uphill.  this hill is steep, and has a 30 degree angle upward.  there are 300 meters to travel on this hill with no change in the angle.\n\nsam weighs approximately 90 kilograms and his bike weighs 10 kilograms.\n\nhis bike is standard with multiple gear shifts for climbing uphill.  assume that he shifts to the ""optimum"" level to pedal continuously without stopping.\n\nif possible, also answer which requires more calories?  i would assume the one that requires more ""work"" requires more calories.",37,1,0.24922758452475588,0.527792363613844,0.3313028436385789,15,0
38,does the presance of a static electric charge can be detected by an electroscope? ,38,1,0.24507060787861507,0.5702096298336983,0.33606643615690013,18,0
39,why is the carrier mosquito of malaria not affected by the disease? ,39,1,0.24893081149823837,0.5326984480023385,0.3281028155068702,18,0
40,is it bad to eat a pound of grapes? cause i bought some on sale and i'm partway there...,40,2,0.24808415837240694,0.45622967183589935,0.2932594399024786,19,1
41,my husband was stabbed by anaids and hepititus infected homeless person.please tell me how to handle this? he was stabbed in the face while sitting at a redlight. i've never been this scared in my life. my husband is my soul mate and best friend. i know that god hears my prayers. i'm still afraid he'll die. i wouldn't want to be here anymore without him. someone please give me advise about how to stay strong in my faith and trust god.,41,2,0.24921164954123207,0.47192242071032525,0.3177361286590345,20,0
42,"this is embarrassing but.............? i walk to school in the morning, and it makes my deodarant weak because of the heat. so by fourth period, it feels uncomfortable. how can i sweat less?\n\n*its a twenty minute walk, with no possible short cuts",42,2,0.24997568252883218,0.4950687251985073,0.32372810206188146,19,1
43,"how can i get re-motivated in my diet? i have been on a diet for a while now, it was working very well and i have lost a lot of weight. i still have more to loose though.  i am finding it increasingly hard to stick to what i once found incredibly easy.  i am finding that i don't want to exersice and can't control what i eat much like before i started loosing weight. can anyone offer any tips as to how to re-motivate myself?",43,2,0.24962150001748268,0.5194550760090351,0.32014918935162345,20,0
44,where does the tetnus shot go ive heard butt or arm? ,44,2,0.24994383749090332,0.4925058349967003,0.30754835521946755,16,1
45,"are there any psychological side-effects to getting a vasectomy? this is something i've been considering, and i'm curious if there are any  psychological side-effects.  i seem to recall something like this mentioned in a psychology course years ago, that there can be a diminshed sense of verility to a man who has this operation done, that may or may not contribute to impotence.\n\ni'm just curious if there's any grounds to this before proceeding with finding a doc, or if a vasectomy is something that should be skipped in lieu of other methods of birth control.\n\nthanks.",45,2,0.24999863771776676,0.49883283153176305,0.31966332901158157,20,0
46,what is the cost of arthroscopic surgery - anterior cruciate ligament? ,46,2,0.24860201288821937,0.4626103341579437,0.30248034826531206,13,1
47,"fitness at a h.i.t center? has anyone every trained at a hit center to lose weight?  how did it go, what is the cost?",47,2,0.24997837887436708,0.5046498522162437,0.31549517283482204,18,1
48,does the one day treatment for yeast infection cream work as well as the 3 or seven day? i know one day is much much much more expensive.,48,2,0.24999983333307788,0.500408248603344,0.3164754050827861,20,0
49,are you on any diet now? which one? how is it? how many pounds you had lost? ,49,2,0.2499343224871473,0.5081041663885116,0.32208769416499444,16,1
50,i am very ticklish. how can i stop? i love massage but i am also very sensative so one light touch during massage and i am tickled.  i have become more ticklish but i love touch and massages.  is there a way i can stop being so ticklish?  also a weird thing with me is that if someone whispers in my ear my butt on that side tickles.  i am ticklish on most of my back.  does getting more massages make this better?,50,2,0.2496188232054412,0.519523749500513,0.3225343072486187,20,0
51,is it atlantic or pacific salmon that causes cancer or both? ,51,2,0.24898790675935256,0.4681865870952606,0.31734230409783964,12,2
52,i was diagnosed with pcos but i still have regular periods is this right? i was also diagnosed to have hypothyroidism (underactive thyroid) which doesnt produce enough hormones. <---not sure if this plays a part in anything.,52,2,0.24989161229932852,0.5104109413921833,0.31574571784031497,20,0
53,"has anyone played the choking game...i think it has like 100s of names like flatline and america dreamer? ...i think it has like 100s of names like flatline, american dreamer, california knockout?????????? anyone",53,2,0.24764355890113807,0.4514568120241165,0.31536137405780207,13,1
54,how can a person  lose 25 pounds of ugly fat quickly? ,54,2,0.24994816400624165,0.49280027821660044,0.31858173047488547,16,1
55,tanning lotions - what's the best.....? i've recently signed up for a tanning saloon. i've been looking over sunscreen and browners. are the following products good choices for a first timer...?\n\ngradual glow by ocean potion\nsport xtreme sunblock spf 30 by ocean potion\n\nthose are the two products i've bought. will they work out..?,55,2,0.2498737842126646,0.48876542001962664,0.3161168674646499,20,0
56,ideal ratio.????? what is the ideal height - weight ratio and the ideal height-age.??? can i get some chart ???,56,2,0.24983397203738386,0.4871148161590099,0.31514735940282,19,1
57,"after a year of being on the depo injection it ain't wrking 4 me, so cud i change contraception straight away? i do not have any periods because of being on it a yr in december 2006, could this mean that i would have to wait to be able to go on any other contraceptive til i have a period again or could i go straight on something else???",57,2,0.24989540464651983,0.5102271869778633,0.3196170030850246,18,1
58,anyone ever experience vou- ja-de? what's vou-ja- de you ask?\nit's the feeling that none of this ever happend before!\n {it's just a joke!!!},58,2,0.24994338600277122,0.49247577264904974,0.3195608656597046,15,1
59,do we still get vitamin d  from the sun if the day is stormy? ,59,2,0.24657795867563062,0.4415017835795879,0.3214385933939841,11,1
60,i have heard that in 2030 a great and big asteroid will attack earth is it true? ,60,3,0.22663786991477863,0.3471532464027405,0.2440555809748288,12,1
61,"grad school in electrical engneering at......? i am currently a grad student in ee at a 4th tier school.\ni would like to start or atleast transfer to some of the good schools like carneige, cornell, ut,austin.\ni have a 4.0 gpa and i am working on a decent thesis topic.what are my chances of getting accepted as a transfer student in ms in the top engineering schools.\n( i know my chances at mit/stanford might be 0.0000% but any good news or expereinces you have? )",61,3,0.2482745967753978,0.45846202671527864,0.31274763071100625,13,0
62,what is the measure of dispersion? ,62,3,0.24054099460789613,0.4027425818145275,0.3218879275791447,8,0
63,what type of currency does croatia use?  how does it relate to u.s. dollar? ,63,3,0.24951106347633045,0.47788809090852735,0.31445921344578376,14,0
64,happy as larry? who is larry?,64,3,0.24916068914454775,0.47102913782000544,0.31453044514245654,15,0
65,"artic zone? animals,habitac",65,3,0.24876181299976985,0.46481211856007576,0.3198794810603803,15,0
66,x+2:9=x-2:3 ? ,66,3,0.24997947113448968,0.49546912088990214,0.3276393933169958,14,0
67,why does english have 26 alphabets? ,67,3,0.24803830500300347,0.4557089738547802,0.31671925113078647,13,0
68,"can i sucess in my life with out girls friends.? i asid, i have a no girls friends, can i sucess in my life. with out no help any girls.",68,3,0.24871023259854477,0.4640866681933403,0.31051248349886695,14,0
69,why do so many people go onto this site (and others) and display their misspelling and illiteracy so openly??! yahoo answers even has a spell check for imbeciles of all kinds!  but i suppose the inability to read would sufficiently stifle that well-displayed courtesy!,69,3,0.23413898121379165,0.3740594632923603,0.28863139517696584,9,2
70,does someone understand this? member of the republican party in the 1860s committed to the emancipation of slaves and the equal treatment and enfranchisment of blacks.\n\ni'm in need of help. can you plez summerize this so a kid can understand this? thank you! this is about radical republicans.,70,3,0.24836066651391567,0.45951131656765937,0.31751060439428475,13,0
71,where can i find the 1964 palmdale high school yearbook? ,71,3,0.2421550054412174,0.41142802610993384,0.2874706665773613,12,1
72,its urgent..culd ne 1 plz giv me an explanation if macbeth act 5 scene 1?? i looked up sum pgs on d anet bt they r 2 brief....i need sumthin mored detailed.,72,3,0.24944344219295733,0.4764085225760937,0.3124296584992736,14,0
73,how rold r u ????????????? ,73,3,0.24943694614526435,0.4762712441384792,0.3169126307574722,14,0
74,can you tell me some factors that affect the outcome of a project? ,74,3,0.24619672406141446,0.4383292943239212,0.30766632098199875,12,1
75,if you could be anyone for a day who? if you could live the life of someone else past or present for a day who would it be and why? must be a real person no fictional characters please.,75,3,0.24817020817201693,0.4572239339351654,0.31898713504630755,14,0
76,"summer reading project- jane eyre, cold sassy tree or great expectations? need to pick a book for pre-ap reading i and finish before august!\nhere is the project http \nany help is greatly appreciated",76,3,0.2468501523776079,0.4438764967024326,0.3064856858892632,15,0
77,"did jfk cheat on his wife? john f. kennedy, the president of the united states",77,3,0.2472748192964061,0.4477967366576195,0.28360534394886894,15,0
78,how to enhance my english language? ,78,3,0.24972324658360193,0.48336409255862234,0.31710893914772736,14,0
79,"find the mean of the set of numbers? 29) numbers of people attending hockey games: 24,491, 37,291,  26,528,  24,308  round your answer to the nearest whole number if necessary?\n\na) 24,491  b) 37,291  c) 28,155  d) 28,154",79,3,0.24972022161243088,0.4832734227180481,0.3308766165722541,12,1
80,is the san diego junior lifeguards a good program for me to do in the summer? i want to spend some more time at the beach in the summer and i wanted to learn how to surf or something like that. i'm a pretty strong swimmer because i'm on a swim team.thanks!,80,4,0.24999870628130588,0.49886258244514464,0.3518079317434952,12,0
81,f1 car or 1000cc f1 bike? who will win? micheal shumacer is driving his ferrari and valantion rossi is driving his 1000cc?  who will win the straights?,81,4,0.24912512960096223,0.5295782081782818,0.34431724216747334,13,0
82,what's the hardest trick you can do in gymnastics with out a spot? ,82,4,0.24988275373167976,0.4891719684004784,0.3487804127118697,11,0
83,what is the best lure/bait for walleye fishing in cold weather? ,83,4,0.24955102850136726,0.478811052441597,0.32719552911365,11,0
84,"are u tired of cristiano ronaldo's step-over moves??? i mean, when ever he gets the ball, he always does something stupid. he never passes the ball and after all the step-overs and fancy moves he never comes up with a good result. scolari should bench him. what do u think about his overall style of play?",84,4,0.24918351573449818,0.528574188798666,0.35073500046438405,13,0
85,"where do i put my bike's water bottle?? there's no room for it in the middle of the frame, because i've got a lock hanging there. can anyone suggest alternate methods of attaching the bottle cage to the bike, so i can stop just carrying my water around in my backpack?\n\nthoughts?",85,4,0.24173544918679224,0.4090904250741005,0.3078318475183,11,0
86,does anyone go to psychadelic trance outdoor raves in kent? or the south of the uk. 3 day techno rave in wales last year (june/julyish),86,4,0.24908429801753085,0.46973943188786504,0.3291551833894794,12,0
87,the brasil and the parents of the soccer besides being a great place to visit. you would like to know.? ,87,4,0.24962538265564096,0.519355034083128,0.34779680977669797,13,0
88,"is anyone going to pick up jeff bagwell? i really don't want to see him retire, he was a great player, and i'm not even much of an astros fan. i just wanna see him sit on that invisible bench in the batter's box for at least one more season...",88,4,0.24951724972081485,0.5219715788960457,0.35155147147116944,13,0
89,what does the back of your manchester united jersey say on the number? ,89,4,0.2494571475182989,0.5232991948723793,0.34926998140377513,12,0
90,quel équipe possède la meilleur défense a votre avis? ,90,4,0.2497122030213977,0.48303541988134385,0.3417482756909324,12,0
91,who is going to win the fa cup here in the uk today and why do you think liverpool supporter? hope liverpool win,91,4,0.24892828105589532,0.5327371187508106,0.3445470007867635,13,0
92,is karate satanic? i was in this chat room earlier today and a guy said that karate was satanic. i don't believe it. can someone give me details?,92,4,0.24814984961348382,0.4569866254925728,0.3431206995666169,10,1
93,what rapper claimed no limit to his talent when he inked a trial deal with the nbas toronto raptors in 1999? ,93,4,0.2498678382839995,0.5114961609244346,0.3503178156108715,12,0
94,why is it called the world series in baseball ..when its just america competing? ,94,4,0.24973648044133978,0.5162332855165005,0.3481188658878772,13,0
95,should i trade lebron for shawn marion and brevin knight? ,95,4,0.24954036719307382,0.5214390486478806,0.33865996924741815,13,0
96,where can i get last minute tickets to watch australian world cup matches in germany? ,96,4,0.24890048904111609,0.5331588745117187,0.34555628702164753,14,0
97,who out there is a bucs fan? ,97,4,0.24984274513162735,0.5125401303172111,0.34450096726927815,12,0
98,drop tatum bell and pick up mark bell? this is our last week to drop or trade or pickup players-i have westbrook whom is off this week-jones from chicago and tatum bell-i am concerned about his injury-tatum bell,98,4,0.24802974686839332,0.5443875335156918,0.3464219691048271,13,0
99,"brazil or argentina? if they play each other after the first round, who do you think would win?  consider the way they have played so far.  what will the score be, and who would score the goals?",99,4,0.24942287194484106,0.5240234896540642,0.3504855364718993,13,0
100,"the avatar rocks? who else thinks the avatar rocks\n\n\n\noh yeah, spongebob sucks!!!",100,5,0.24989723716895185,0.5101372003555298,0.32669341255954026,14,0
101,"isn't it about time the once-great channel 4 stopped insulting its audience with stupid big brother? ...and all it's damned spin-offs. i bet only about 1% of its viewers know where the term came from and instead of the diary room, i reckon contestants should go into room 101 (not the paul merton one) and meet o'brien. i'm mostly p*ssed off that we haven't had south park on for ages. oh, by the way c4, when you started, you promised 'no sport on saturdays'. er, what's all that horseracing stuff then?",101,5,0.24971341421038765,0.48307115510106086,0.3185073609280265,14,0
102,whatever happen to the loony toons damn it? ,102,5,0.2497639086677512,0.4846347361803055,0.3179196180096164,13,0
103,when is robert randolph & the family band's new album due out? heard anything about it?,103,5,0.24991123114341968,0.5094217225909233,0.3182938783666252,14,0
104,"the ohio player's "" love rollercoaster "" song was recorded with the scream of a murder woman, is this true ? please tell the real story. it's driving me nuts!",104,5,0.2499923050057402,0.5027739852666855,0.32545126728457485,15,0
105,why do we always make sure we have clean underwear on before leaving the house? ,105,5,0.2430649478909011,0.4167230397462845,0.27611335339126136,14,0
106,"printable adult coloring pages? i'm looking for pictures that are xrated that can be printed and colored. i know its odd but its important. if anyone can help me out it would be appriciated, i did a yahoo search and a google search and only got porn.",106,5,0.24973601889765235,0.4837525047361851,0.3246482333934748,13,0
107,who know s wats going to happen in veronica mars episode spit and eggs ? like whos going to die????? whats the new mystery and whos coming back to the show???,107,5,0.2488643040410524,0.5337000884115696,0.3262030240337514,14,0
108,"where have the good idols gone? i have a 2 year old daughter, and i am just praying for better role models than paris hilton and brittney spears.  i love the new pink video for ""stupid girls."" it is a perfect representation of how i feel about the role models that young girls are idolizing these days.",108,5,0.2493073485482379,0.47368172779679296,0.3181332775684395,13,0
109,i need rca tv codes for my remote.a dish 311? ,109,5,0.24999999695248176,0.49994479566812516,0.31705063196168864,14,0
110,capturing movie clips? how do i take movie clips directly from a dvd and put them in a movie maker type program on my pc?  what kind of software do i need to download to do that?,110,5,0.24791946974635806,0.45438717007637025,0.30359829979764763,13,0
111,what episode of friends is it when joey goes on the tv show and says a ghost? ,111,5,0.24925785482209967,0.5272423416376114,0.32654906819132307,14,0
112,what did i hear about paris hilton having surgery or something to change her eye colour? is this true?? what colour was her eyes before??,112,5,0.24740492971543832,0.4490581676363945,0.3231961478520834,14,0
113,"who else loves that commercial where a dude locks in a retarded girl inside a suv? you know, the one where some retarded girl is talking about who knows what, and the dad doesn't wanna listen to her, so he locks her in and does away. she was stuff like ""and i don't know what it is..."" i think it was a volvo suv.",113,5,0.24999229448637053,0.49722411930561067,0.32098989042084497,14,0
114,"orlando bloom,william mosely,jesse mcarthey,or james franco....whos the cutest?????? ",114,5,0.24989065203632824,0.48954304233193396,0.3022442616268116,14,0
115,these r the last point 2day uwant em'? this is the last question i can ask 2day but come back 2morrow 4 more points!,115,5,0.24998601617284133,0.496260504424572,0.31402660273878846,14,0
116,does anybody play maple story? an online game..,116,5,0.24978054170044198,0.5148141250014305,0.32404046571927186,14,0
117,"who is the singer of the song ""no no no no youre not the one for me""? ",117,5,0.24993534901088874,0.49195941612124444,0.30422076042125445,14,0
118,musician nicknamed flag or red flag killed after being overrolled by his own bandwagon? ,118,5,0.24538090682225838,0.4320360891520977,0.2989669263548143,14,0
119,have you had a sprinkle today? ,119,5,0.24795177482845535,0.45474267825484277,0.3031926096884767,14,0
